"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
VinhLong,27/05/2016,885330,43869,15128,00516,21549,75865,20465,23246,22992,64545,59282,99373,9225,8200,6059,7041,502,30
VinhLong,20/05/2016,438043,04403,83616,10765,23236,25448,83060,83100,69616,79725,45909,31370,4292,4506,5124,4666,950,36
VinhLong,13/05/2016,079129,05623,37735,10383,74027,28496,88365,84706,67901,71058,24242,77774,7662,7922,8147,2152,818,53
VinhLong,06/05/2016,022580,86123,45642,28977,23441,84087,06292,35318,58239,54247,01805,51840,1167,5051,8787,8452,863,47
VinhLong,29/04/2016,379918,57503,67710,05395,29767,85595,26153,48467,97629,54893,27236,79894,9613,2294,5773,8735,228,14
VinhLong,22/04/2016,068363,38298,16379,85765,78819,41249,07864,12339,81066,99101,04491,55388,2528,6945,1023,2967,408,01
VinhLong,15/04/2016,254732,43073,51777,58948,90062,15161,10107,52839,35474,76163,53805,29384,7414,9516,8636,9950,654,55
VinhLong,08/04/2016,734329,80449,28592,12623,15679,92352,96776,38983,39493,46005,85835,70275,0701,5571,2036,6708,063,88
VinhLong,01/04/2016,955109,00997,51525,14472,84545,15735,43509,73646,76604,93967,69786,83421,8776,6521,9950,4377,213,48
VinhLong,25/03/2016,513746,58700,76411,01914,99976,79774,46642,77490,18335,76654,23964,75609,0824,6023,5768,4765,258,62
VinhLong,18/03/2016,185654,74443,21758,79466,53240,16995,33283,29182,29627,98605,91336,34426,5266,3299,3650,5549,429,66
VinhLong,11/03/2016,183766,21893,16043,74431,46015,73557,06695,54836,79364,25696,44165,59637,6684,2687,6921,5099,638,92
VinhLong,04/03/2016,683179,35542,98997,80912,87478,31111,17833,22142,60461,17321,79470,19153,4397,0625,8198,2137,425,44
VinhLong,26/02/2016,237003,75303,43814,58761,80112,97688,10386,62668,40868,26096,02572,67876,5641,9926,0764,0977,157,10
VinhLong,19/02/2016,259342,83072,23278,08555,45205,50603,80850,60215,66013,43195,54544,11046,5190,9045,9912,9844,803,82
VinhLong,12/02/2016,231888,17757,71297,76333,39431,95800,80280,21346,75407,45786,31223,36667,5258,8676,0975,8288,314,95
VinhLong,05/02/2016,400673,26773,11969,34311,64974,30125,47466,70980,41869,58122,60175,14111,7260,1363,6288,1494,116,18
VinhLong,29/01/2016,531573,81180,74208,27250,76452,51890,59745,86537,09269,79470,73854,39479,2397,9481,7178,8939,134,33
VinhLong,22/01/2016,054795,48742,03884,37033,69544,20150,51119,56401,72665,27611,25166,08725,2432,7281,7329,5504,327,42
VinhLong,15/01/2016,319321,02276,88585,17275,25475,60781,95446,68204,27599,60691,33149,01365,4640,7157,7206,9831,297,49
VinhLong,08/01/2016,598809,98874,00221,10807,99559,46501,18721,60283,25125,47396,60609,22846,5580,8184,9040,4953,541,82
VinhLong,01/01/2016,350421,87712,02244,01711,00362,28767,34615,41228,67571,82979,71279,43450,8364,4766,6479,0765,951,26
VinhLong,25/12/2015,722997,80801,92093,29348,50556,22239,91745,26328,45463,38066,98246,23061,3731,3595,0983,8552,852,11
VinhLong,18/12/2015,589155,09087,68260,87140,14604,12956,34480,16591,78980,41686,35347,65693,9544,3756,0573,5579,683,03
VinhLong,11/12/2015,582375,67010,78980,31148,86165,54169,89745,98698,21338,26899,97599,80863,7439,3389,5870,3838,068,62
VinhLong,04/12/2015,374370,09888,74162,57647,14580,72872,19886,78509,08538,80531,12584,12016,3792,3134,1122,9546,334,65
VinhLong,27/11/2015,351041,61122,57331,37122,79204,94096,09495,84929,00452,05467,89633,98217,2350,6012,5905,7176,770,05
VinhLong,20/11/2015,806848,96497,02254,78247,99289,19088,16108,06267,05761,08666,96487,18647,7392,6535,2339,1204,662,62
VinhLong,13/11/2015,075923,30353,19062,08654,40920,38337,00039,19916,75329,75237,92033,38364,3473,6107,0386,8325,475,32
