"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
TayNinh,2016/02/04,044980,57184,42712,67553,28320,48872,91460,55980,56530,07194,63009,59838,7468,9213,0789,3280,034,61
TayNinh,2016/01/28,889835,14771,44982,70899,49618,04641,01745,24025,80896,57861,32844,99658,2115,4618,7770,1119,123,09
TayNinh,2016/01/21,532993,15419,03726,38123,24550,84481,33721,93534,51462,81321,39527,54182,9893,9170,9191,4737,608,67
TayNinh,2016/01/14,299951,08994,31781,10795,99260,41467,68145,05776,28474,83266,06077,63878,0672,4827,9490,5867,069,25
TayNinh,2016/01/07,758428,29944,70870,25673,25342,04424,04298,83405,01974,53042,94487,97607,1101,2999,7178,2404,638,39
TayNinh,2015/12/24,172556,79031,80695,42396,40248,57041,98491,50615,46774,72652,97985,38472,7744,0879,8082,9906,134,90
TayNinh,2015/12/17,494900,71107,21919,07669,55665,53605,61324,17301,49810,06633,23133,93489,1995,4678,7390,4444,927,69
TayNinh,2015/12/10,187954,56922,16138,29557,38101,66480,45695,42865,37052,94667,03126,90689,1308,4461,7211,2603,763,31
TayNinh,2015/12/03,387953,15012,40165,51384,93735,09312,67526,25578,14523,54843,71887,88360,3870,6771,6761,0572,152,71
TayNinh,2015/11/26,603561,24606,77927,74652,00832,50574,11724,37681,75650,06409,59916,45805,7461,8619,6385,1206,393,08
TayNinh,2015/11/19,927865,70056,31115,94776,68803,39124,32417,61784,59470,88426,46973,97929,0118,6647,5516,6213,770,70
TayNinh,2015/11/12,640282,07462,42098,19398,13773,49614,98274,28503,66549,53023,37532,75792,7831,9855,9801,7939,955,01
TayNinh,2015/11/05,595072,61864,46288,97342,82570,28723,56086,69626,34397,66187,02667,47467,7038,6501,8525,2524,217,22
TayNinh,2015/10/29,088383,70894,22346,04753,54462,98251,80504,05604,55975,11825,20329,41793,4780,1267,7821,6596,609,07
TayNinh,2015/10/22,963916,58302,70137,20981,47061,68202,24414,87207,55005,80565,94223,65106,1280,9044,6803,6308,604,68
TayNinh,2015/10/15,839562,52824,90078,87867,21593,55525,05634,94720,46433,43223,41436,76679,9660,1905,2587,4553,724,14
TayNinh,2015/10/08,178022,61243,19973,55344,60086,81288,66021,12756,36040,92211,90647,82207,2113,0712,2616,0178,303,11
TayNinh,2015/10/01,209424,09935,66439,63825,75591,72261,72999,89234,01172,71625,63765,15317,9523,7000,1716,5055,309,14
TayNinh,2015/09/24,638739,29725,87127,26073,13453,29048,02373,50854,36595,32846,61062,59928,7354,5382,7861,9820,481,11
TayNinh,2015/09/17,357289,41212,62015,27160,36761,50355,33584,54427,18007,41205,95279,69150,3084,2863,2678,4544,428,98
TayNinh,2015/09/10,878418,63687,19436,89842,46692,44821,25433,79537,69630,98252,21025,24739,5601,5883,3870,7554,897,42
TayNinh,2015/09/03,428902,09748,35680,01992,47755,31858,61999,19991,48130,43141,44004,96218,4527,0959,9979,4429,476,06
TayNinh,2015/08/27,753222,93107,66726,31907,01135,47532,25481,50863,87202,27975,89919,49713,5266,9257,3458,9593,080,09
TayNinh,2015/08/20,778623,34755,13281,43552,27943,39309,75249,28284,47964,97934,60954,58026,0597,9155,2835,6848,153,41
TayNinh,2015/08/13,716130,36430,91466,98180,14481,41621,68142,97584,31191,62870,97228,36445,8226,5734,5236,2326,657,76
TayNinh,2015/08/06,025958,65419,49733,66740,06108,84478,97285,16765,07240,28510,71910,72512,4709,5534,5635,1400,692,94
TayNinh,2015/07/30,279193,44042,74800,58507,63347,55488,23127,67371,43509,70794,44951,53359,8408,6791,7338,4888,202,81
TayNinh,2015/07/23,196675,02935,18925,06014,06129,69635,00730,65871,12061,42821,35799,90723,8667,3409,8734,3218,251,50
TayNinh,2015/07/16,627188,19764,24358,58706,65530,71383,98380,51156,78556,87629,35715,20134,3881,0876,3145,8538,860,34
TayNinh,2015/07/09,706107,49971,98145,73953,56656,20412,76074,72193,51887,59368,02132,05595,2919,3256,0052,4609,565,06
TayNinh,2015/07/02,675862,39326,18352,32975,61923,08709,35727,91820,44868,52775,88332,24615,9723,9781,3051,4834,885,63
TayNinh,2015/06/25,855496,68505,54551,51267,05639,70027,79413,56692,10975,15580,18191,79861,9641,6171,2931,2411,109,31
TayNinh,2015/06/18,438768,48140,23778,25257,74147,57585,74856,06274,38121,81514,15431,83131,8651,4314,3496,1660,836,47
TayNinh,2015/06/11,848667,37273,01409,01425,87680,16402,15522,16022,22135,27490,62443,90990,4988,5720,4808,2844,798,08
TayNinh,2015/06/04,554588,07845,60288,69495,93464,09636,96621,73304,19716,82709,79590,24133,4383,1521,5245,7007,517,59
TayNinh,2015/05/28,392115,45407,25392,30664,19375,04626,62849,11356,29884,90526,53481,12302,2239,2234,1585,7731,689,82
