"name","created_date","giai_dac_biet","giai_nhat","giai_nhi","giai_ba_1","giai_ba_2","giai_tu_1","giai_tu_2","giai_tu_3","giai_tu_4","giai_tu_5","giai_tu_6","giai_tu_7","giai_nam","giai_sau_1","giai_sau_2","giai_sau_3","giai_bay","giai_tam"
NinhThuan,2011/07/01,18206,74782,17951,84070,33362,56683,49285,34132,25708,84054,05601,91180,1048,9453,8692,7749,295,14
NinhThuan,2011/06/24,42730,76386,98557,33626,56117,29635,14981,08614,27310,61561,82023,11302,6403,4282,2671,0950,619,89
NinhThuan,2011/06/17,86269,75033,02858,70938,93488,18933,14458,64126,55957,19964,46407,68402,0626,9102,0088,1235,309,09
NinhThuan,2011/06/10,85418,87747,92116,00898,85209,76242,47691,23386,02134,18028,61307,31121,6863,9079,6727,2824,287,13
NinhThuan,2011/06/03,74605,10013,42219,93548,30190,68094,30086,99228,93110,95942,82256,18117,9952,6222,9964,0078,600,69
NinhThuan,2011/05/27,43123,71846,75021,89087,42528,22988,52388,89162,87121,21459,53232,43952,4901,6302,1260,5973,282,69
NinhThuan,2011/05/20,23932,00603,98413,70349,69029,02063,57942,13496,87033,45592,24775,08661,6212,9882,3902,8771,198,43
NinhThuan,2011/05/13,55743,14540,97344,68338,58894,78395,06610,00366,83037,56644,07005,19170,0368,4373,8155,4623,529,80
NinhThuan,2011/05/06,99353,82905,78799,63654,88118,51791,18952,48046,67761,42907,35350,62692,1711,9050,5799,7186,985,15
NinhThuan,2011/04/29,63994,83101,67774,58751,15499,47218,88724,61943,13577,90275,46229,62349,1660,6201,4177,4313,248,91
NinhThuan,2011/04/22,88904,44026,46709,03435,58544,90876,60137,18812,08845,39772,59995,64330,1020,0762,9178,4588,275,49
NinhThuan,2011/04/15,16151,15317,90662,47663,75414,79647,93071,57186,71256,90212,26305,20187,4697,2117,6919,0854,521,62
NinhThuan,2011/04/08,23687,64659,25366,51844,15037,75157,80606,29946,51671,84745,39806,96274,8324,6738,2652,6153,357,57
NinhThuan,2011/04/01,02067,70426,46541,99684,83004,80133,39323,54782,14717,83570,67946,47315,2212,5947,5561,6394,578,34
NinhThuan,2011/03/25,52262,06086,92203,10927,11662,25930,78331,45785,32322,70768,01360,88935,5114,7134,8397,1605,709,27
NinhThuan,2011/03/18,06093,04063,22032,68666,57304,18894,97239,91347,35763,58650,69231,13202,1886,1798,9800,1952,710,61
NinhThuan,2011/03/11,43304,18583,52219,98814,46997,24601,29442,78758,53818,95412,14953,72739,4976,9163,0851,7775,951,10
NinhThuan,2011/03/04,47363,92859,97737,40698,62781,90696,85343,71749,65263,70136,98738,58961,8912,7371,9839,0618,567,13
NinhThuan,2011/02/25,55692,59835,42460,68585,69097,96954,33542,17512,03237,06740,99324,98288,2256,2734,1641,5362,416,64
NinhThuan,2011/02/18,99157,13721,47897,20105,49789,16113,70531,69560,44618,78243,63434,44837,8725,9037,3140,5769,552,89
NinhThuan,2011/02/11,45538,46763,28628,23144,80961,72942,43611,67054,94840,77675,05964,16664,5871,3938,3592,4778,824,72
NinhThuan,2011/02/04,84393,39831,93388,35766,49918,80341,32275,68203,96067,26083,00115,75008,3279,2114,7538,1539,906,24
NinhThuan,2011/01/28,41705,97506,47738,36597,51225,42874,74661,91610,21519,87261,29093,73546,3189,2838,3530,9277,795,23
NinhThuan,2011/01/21,92633,98035,97511,43352,24440,84374,22836,06021,52077,01294,70840,58169,2809,2943,5160,0002,163,54
NinhThuan,2011/01/14,26757,91332,77124,22283,82040,01418,87223,47106,92282,67231,59490,26279,2637,8312,5414,6685,750,90
NinhThuan,2011/01/07,21607,30912,64466,54581,25568,67386,58843,35019,60102,08386,46938,47085,9867,6715,3894,0415,571,67
NinhThuan,2010/12/31,38477,30881,50954,10040,48351,51495,17709,00723,21410,41860,95341,59436,2885,4902,0488,4290,384,81
NinhThuan,2010/12/24,30457,28395,58495,30245,31152,22659,20423,93929,29334,62114,36720,13526,6837,9666,3110,0846,928,13
NinhThuan,2010/12/17,52964,57023,42126,93262,01181,37109,30220,21682,13286,75132,75166,19632,1064,6580,7223,5430,364,23
NinhThuan,2010/12/10,36705,06189,85322,20086,29552,08080,52093,33107,87591,13181,21458,94762,4537,7654,0395,8026,017,94
NinhThuan,2010/12/03,75299,46029,74221,23776,75468,68554,34989,25549,77034,80833,79667,92238,7364,8206,5733,4120,429,86
NinhThuan,2010/11/26,52640,32961,81356,56136,21701,99569,37407,22345,19895,69219,82437,06915,4131,2844,4677,6199,098,34
NinhThuan,2010/11/19,36837,56088,35641,61500,13943,70622,74876,77524,21886,81342,77837,08500,0012,2783,3005,6313,056,21
NinhThuan,2010/11/12,46213,28445,62375,77336,62934,90827,71289,33003,72077,75090,27366,13857,4927,8423,8581,5388,167,37
NinhThuan,2010/11/05,82144,16173,48252,07238,72203,66568,30559,64505,27130,21889,96287,50175,6461,5160,0910,7984,964,51
NinhThuan,2010/10/29,37267,90229,08120,37177,95431,94658,40422,55414,89058,04691,69372,50835,6070,8712,4744,3350,431,99
NinhThuan,2010/10/22,16963,42006,92531,08444,43961,50144,57928,87662,26695,68258,16557,82882,0371,2338,6724,3439,956,89
NinhThuan,2010/10/15,22362,11945,54430,32206,87274,25149,85468,43510,41706,10048,09858,09619,1391,8341,9509,0767,452,00
NinhThuan,2010/10/08,95675,49313,56298,24142,96492,68013,25665,25497,95075,57348,18336,44924,9212,2822,8523,4907,948,02
NinhThuan,2010/10/01,14551,28459,82273,52373,40088,62964,31887,67038,43326,09129,70190,96155,2872,1557,8423,8220,285,34
NinhThuan,2010/09/24,38411,01620,36739,01566,92676,52992,37265,95968,66326,47320,92107,45397,0584,5664,3720,1156,251,47
NinhThuan,2010/09/17,30399,41929,89635,70996,12782,01744,63526,20701,09337,75969,17077,16751,6754,6938,3828,3671,034,87
NinhThuan,2010/09/10,16013,83429,20611,27702,74283,86310,12368,98928,64802,27344,41428,67461,9650,2083,4383,1905,432,00
NinhThuan,2010/09/03,23042,89485,09080,45160,48640,96313,98017,77204,63433,35141,17756,84969,3720,0415,8228,7134,637,46
NinhThuan,2010/08/27,72807,16656,26705,77416,80389,43062,98528,41095,77641,67409,65970,49558,0735,2578,0025,9251,257,14
NinhThuan,2010/08/20,85102,56147,28008,56020,83532,87519,77266,14414,56653,03022,77422,29557,6149,6965,1413,9407,293,60
NinhThuan,2010/08/13,83939,86639,75984,92518,42206,40338,18187,38531,72869,25823,83389,82790,1348,4344,2264,7508,993,81
NinhThuan,2010/08/06,80832,89756,09108,77296,51920,52368,15772,91775,32194,70018,82176,06053,4213,2554,6498,4888,610,59
NinhThuan,2010/07/30,74543,97515,27439,26074,12608,63986,30938,05141,94135,72338,64570,24756,9341,6835,4419,5391,476,95
NinhThuan,2010/07/23,13922,16976,32037,57116,75326,83675,49902,60872,75118,59940,49892,89538,6617,3241,9743,8298,770,86
NinhThuan,2010/07/16,04542,93081,69215,07504,54733,16057,94703,12709,28319,53263,60141,35102,9619,3538,1237,1418,289,07
NinhThuan,2010/07/09,49508,39544,82974,71459,20420,09310,88048,41790,40216,78721,85609,20388,5833,7991,6356,9300,325,45
NinhThuan,2010/07/02,57619,66805,62996,62740,86824,88996,38600,79284,73820,21895,69985,50381,7032,9220,4854,4568,759,02
NinhThuan,2010/06/25,96821,28839,98019,83784,75187,12781,63457,98782,47886,06197,20949,21172,6806,8070,4505,4876,517,60
NinhThuan,2010/06/18,65076,19728,07671,49341,32541,74517,11795,61497,35160,27426,91956,52098,2295,2181,8163,1607,080,69
NinhThuan,2010/06/11,58244,13878,96402,86315,62410,82538,48987,80154,88655,95350,94532,71150,1782,1691,6117,6638,567,82
NinhThuan,2010/06/04,47058,92636,60840,84886,21321,94498,52322,40546,30127,58886,99736,59849,1566,4913,0519,2373,645,60
NinhThuan,2010/05/28,59513,50426,92637,38213,13076,13678,12233,32572,73933,76224,57305,07563,0434,9135,7191,9270,117,94
NinhThuan,2010/05/21,15891,93319,37552,28204,05240,10594,06851,97935,35964,46973,08565,69698,0602,5687,0003,9338,909,47
NinhThuan,2010/05/14,44430,09073,88086,56114,03934,79045,86553,21998,66379,82016,79269,57870,6378,9076,9235,4742,681,96
NinhThuan,2010/05/07,09738,57659,80237,29654,70117,28503,13630,38000,50699,42800,33178,81579,8467,5336,5199,8881,871,60
NinhThuan,2010/04/30,11401,62128,48444,91550,18676,78045,09935,22289,22586,28908,14308,12278,1582,6364,7695,6352,894,37
NinhThuan,2010/04/23,44585,36493,82421,40059,79599,93996,31301,98536,13821,96509,95365,17219,8569,0801,8079,9608,770,50
NinhThuan,2010/04/16,52798,13604,07453,25372,83392,37978,95626,28121,12406,60941,67309,59140,4707,8950,0428,1882,112,40
NinhThuan,2010/04/09,72128,03328,75089,89998,27730,78645,92577,09663,43216,70458,97094,79820,7417,9596,0420,4935,099,42
NinhThuan,2010/04/02,37883,30592,70433,43051,75294,44748,19793,38204,17477,75571,26253,14513,2200,1462,7585,2653,711,63
NinhThuan,2010/03/26,68081,08081,94819,78198,88374,00852,16626,21928,14910,79368,35628,16675,7380,6799,6377,5504,101,80
NinhThuan,2010/03/19,11784,50509,16976,64898,61991,24837,60594,91067,46676,92191,87944,78209,6362,6862,5812,0758,173,28
NinhThuan,2010/03/12,68121,96297,54620,27374,88731,10427,60988,78464,33392,60036,21237,96904,4932,0541,4386,5947,151,58
NinhThuan,2010/03/05,10942,03130,39142,48313,06012,34987,12050,62059,31279,21688,25347,60003,0713,7080,7870,1275,352,02
NinhThuan,2010/02/26,41444,79241,96586,04297,43883,43216,64736,89840,56457,78436,57854,89484,8184,8938,5495,2726,910,02
NinhThuan,2010/02/19,39047,95408,55829,51711,97832,82738,01040,42011,00094,71851,53846,05855,7767,2645,8632,2954,124,86
NinhThuan,2010/02/12,93549,11853,53800,50987,66145,93216,02792,28727,67793,10603,00085,03864,1091,9672,6636,8499,370,42
NinhThuan,2010/02/05,74503,73940,99844,01282,77017,18265,52161,78530,99945,28773,92400,62118,3903,8048,4203,0272,889,42
NinhThuan,2010/01/29,02739,38512,43908,76546,86595,77576,35700,49985,59498,05898,59147,32304,6317,7812,8597,3277,525,25
NinhThuan,2010/01/22,21459,53803,16095,89225,61923,34377,81203,73715,18318,62973,85371,68133,1597,4858,8425,1728,805,98
NinhThuan,2010/01/15,38284,53656,30322,85406,82207,15550,92691,56716,92472,59794,88008,41787,8159,3049,9306,7924,359,79
NinhThuan,2010/01/08,34679,70829,54017,66100,93778,34866,43261,54884,76857,39352,93815,27340,4962,8439,7707,6156,601,89
NinhThuan,2010/01/01,14996,38110,69025,32654,53026,62396,90313,82825,53314,88390,14399,89689,1165,6791,1426,7555,766,64
NinhThuan,2009/12/25,28680,04891,14644,10690,52208,50901,53183,07428,72046,51324,06776,36653,8276,6909,8870,4301,185,64
NinhThuan,2009/12/18,54003,14258,27631,98200,18708,44423,72623,29257,42088,45452,96922,42892,3995,9358,9616,9442,000,35
NinhThuan,2009/12/11,52175,67897,57333,62441,83124,78024,13783,26386,05288,49000,51067,29326,7337,9510,8860,6022,828,97
NinhThuan,2009/12/04,56340,74543,50995,12538,90701,29191,94594,23894,75972,45469,83521,35211,2399,2982,7762,8485,075,12
NinhThuan,2009/11/27,67594,97598,60304,86577,65714,08683,93132,72701,17950,11938,21541,96056,7496,6546,3997,2121,261,62
NinhThuan,2009/11/20,64854,20865,68525,60049,59042,72600,50943,86971,66602,06648,68786,14812,5002,2602,7681,9718,783,20
NinhThuan,2009/11/13,28196,51868,52439,50369,03696,82152,17793,96472,82143,62551,26428,60312,7923,2935,3234,9360,058,23
NinhThuan,2009/11/06,88474,42253,19869,65995,97939,19822,61651,61619,48350,27481,41024,07615,8271,1952,8716,9114,373,04
NinhThuan,2009/10/30,30578,16984,17249,22473,87566,20220,25742,85776,35062,58343,78841,51647,4547,5275,1449,5000,980,65
NinhThuan,2009/10/23,69017,84148,58048,05336,55718,36207,61217,88403,04798,23185,53245,93481,1965,9357,3520,0371,321,36
NinhThuan,2009/10/16,02983,44521,30572,11509,91393,57360,75806,37462,13828,86902,82137,77670,2317,9809,2327,4300,131,67
NinhThuan,2009/10/09,73853,33277,95414,85044,04546,14052,73140,79572,85454,50929,37374,40596,9422,6261,0525,3098,063,63
NinhThuan,2009/10/02,69629,56521,96662,85714,40253,10972,79309,24466,22526,49858,37166,84101,1804,8733,0588,6648,117,88
NinhThuan,2009/09/25,52249,25767,33044,18232,77251,02400,94563,40978,30081,35011,53757,52647,2610,1611,0217,3706,877,88
NinhThuan,2009/09/18,84300,97505,42902,59476,64362,43590,37533,79021,00836,18705,67612,06399,1413,8577,9128,3926,975,10
NinhThuan,2009/09/11,67131,26761,69034,82827,92480,74597,18966,64397,19525,05094,94545,07603,6011,3415,1764,1705,899,07
NinhThuan,2009/09/04,67510,33027,90248,11182,53735,38682,66658,76551,93506,91646,24501,18007,2560,3176,5633,1784,643,86
NinhThuan,2009/08/28,58559,39134,87060,56249,43944,91143,20439,57351,25452,12022,85701,86103,3384,8567,8339,2930,850,93
NinhThuan,2009/08/21,20896,72520,48921,50207,84550,20831,06708,29750,23882,34554,66075,45213,7732,1812,2067,2644,357,27
NinhThuan,2009/08/14,88493,22041,83137,03664,39049,12848,60294,79364,21536,12992,14401,64016,7062,8239,1332,4235,684,63
NinhThuan,2009/08/07,62451,03603,06222,52737,85270,55076,31403,84882,53083,31778,13304,24073,8008,3580,3588,0904,229,20
NinhThuan,2009/07/31,03756,54723,76080,36914,20433,50775,03575,72820,74481,26579,11218,40971,4127,1015,6971,0138,989,79
NinhThuan,2009/07/24,15812,37365,40893,21732,74761,59656,30004,05167,86657,86506,44165,04571,3038,3959,0590,9157,278,68
NinhThuan,2009/07/17,28418,35393,45805,12446,76161,83021,12499,04741,06507,27078,44938,10444,9433,8072,0382,9226,162,40
NinhThuan,2009/07/10,04744,15932,66727,46049,26194,59859,22368,13461,74090,52495,49540,80665,0452,5475,0787,7380,538,59
NinhThuan,2009/07/03,77312,19416,14975,93587,80671,60651,30158,50897,94742,23368,52995,51203,7273,6432,7263,4241,358,79
NinhThuan,2009/06/26,28933,06981,46530,56437,06226,21569,52878,67730,26300,98140,34365,58201,4428,9876,2978,8103,644,37
NinhThuan,2009/06/19,19665,11865,57814,79744,46620,13285,37831,52195,88622,75309,18095,57362,5845,2431,7311,6536,387,23
NinhThuan,2009/06/12,15209,33545,97128,86817,90355,12782,28815,04002,62375,72738,63904,27213,3987,5971,3593,8423,154,26
NinhThuan,2009/06/05,67343,22974,79174,00838,31294,55814,72611,21887,10782,93893,63917,14500,5073,7824,9307,1920,270,37
NinhThuan,2009/05/29,16239,89750,09571,40856,18058,51925,70025,65401,05893,22849,79305,95389,9541,2171,9809,6852,486,76
NinhThuan,2009/05/22,00713,26481,66862,88093,55709,15055,78705,52516,44138,32111,02425,01596,0377,5707,2474,2703,290,57
NinhThuan,2009/05/15,11070,03903,08461,95309,87746,14788,33586,34549,23611,88943,88298,09655,0292,4947,9730,5981,775,92
NinhThuan,2009/05/08,64232,07142,81994,77618,61006,25392,11404,16610,63246,90693,79342,66047,2285,4206,8510,6762,488,98
NinhThuan,2009/05/01,06033,70113,24343,89286,25303,00767,12813,20024,44427,60436,25756,73378,9702,6783,3185,1496,835,30
NinhThuan,2009/04/24,96886,91607,54071,24983,33810,93594,83364,47728,24728,16331,58485,21702,0180,0498,5005,6343,937,57
NinhThuan,2009/04/17,41641,06355,09410,69770,32193,55054,14963,17320,84682,73677,78903,26365,1456,1943,7733,8480,453,33
NinhThuan,2009/04/10,88317,85267,46902,95415,90278,42444,94956,85247,07409,64928,75148,62799,6220,2888,8250,8968,511,42
NinhThuan,2009/04/03,62761,07279,92974,48925,35237,76019,30836,49507,97626,15173,05944,04798,4701,7739,2191,0868,992,34
NinhThuan,2009/03/27,23187,70032,87719,43370,98516,43181,45742,88041,09543,42039,10766,70386,1600,9109,7030,9216,991,78
NinhThuan,2009/03/20,72928,31611,26155,61145,12269,68159,36006,08032,42418,89977,11698,43853,4709,9070,7590,5182,749,73
NinhThuan,2009/03/13,64673,12665,79523,67342,52578,23904,54317,36875,97746,79014,47892,80918,0630,0210,9622,2889,325,95
NinhThuan,2009/03/06,73906,07845,90168,35036,02050,99917,25107,85541,31278,39892,93395,31997,8725,5727,1701,4319,587,66
NinhThuan,2009/02/27,07016,88970,61868,09675,97266,09733,16566,14462,65607,09791,37841,23183,7466,7337,6991,7335,596,51
NinhThuan,2009/02/20,72487,82562,86192,65717,68024,39491,75490,15317,64311,83685,09736,57891,8305,8248,3189,2359,778,68
NinhThuan,2009/02/13,97088,80209,91904,24370,67706,10548,17289,98774,73564,35375,30507,65531,2512,0060,7549,8088,700,33
NinhThuan,2009/02/06,67468,48374,57644,96937,59952,58102,99787,89267,00007,11915,94983,25662,2707,7199,0958,9949,390,00
NinhThuan,2009/01/30,98658,70948,80305,91400,91324,62451,34462,03324,44385,97497,59036,02877,0924,5368,4020,6380,539,86
NinhThuan,2009/01/23,43920,61458,14222,61659,81652,44793,77285,50940,45381,37284,35511,37904,2151,0023,1001,7291,510,01
NinhThuan,2009/01/16,25212,17835,75856,67441,48263,06960,37587,15110,91539,14432,98509,70658,6857,8887,8766,6256,641,80
NinhThuan,2009/01/09,20935,54178,94211,41017,50559,90115,87375,62251,23289,33607,95711,36808,0396,8910,0816,4141,542,49
NinhThuan,2009/01/02,08669,64198,19556,10435,16510,85725,59874,45799,25980,54500,52013,60102,4280,5559,4445,2670,721,12
NinhThuan,2008/12/26,00101,67849,12443,54351,03091,86485,18762,93769,59659,72920,54445,18727,2792,7507,6399,1093,287,39
NinhThuan,2008/12/19,88978,57344,14936,70052,19503,82655,37428,26039,40616,41278,14542,61223,2320,4646,8556,7585,331,57
NinhThuan,2008/12/12,11029,92064,62611,66026,01463,14352,39398,03523,40911,69663,56465,62592,7719,5614,2203,3043,607,42
NinhThuan,2008/12/05,70551,17332,23211,19258,48658,22284,68660,33985,55289,98185,11844,01492,8477,6383,2089,5753,375,95
NinhThuan,2008/11/28,20594,20748,63956,30798,75011,00240,04898,29387,73660,87988,50113,63194,8057,2159,6680,8007,035,14
NinhThuan,2008/11/21,56303,15642,78866,88988,59652,97322,92950,55378,23348,46492,51933,44277,7951,7100,0469,9238,172,84
NinhThuan,2008/11/14,40962,85381,94044,46315,11529,86479,84347,94310,01250,89783,66294,58807,7825,1387,4056,4256,458,46
NinhThuan,2008/11/07,29143,93002,51481,96672,85012,48683,08890,79555,39159,63268,45723,56178,8156,7866,8260,3254,994,58
NinhThuan,2008/10/31,27182,35597,28469,83550,78752,37862,18832,61613,45441,50169,97476,63327,5528,6144,7049,4520,993,03
NinhThuan,2008/10/24,58402,82684,81918,92171,48637,17022,57839,73846,43719,01921,15175,20066,5798,7188,2189,6388,312,46
NinhThuan,2008/10/17,89172,86157,15934,58785,49114,11286,46666,32880,04315,27328,02426,83858,8786,6423,1624,9674,523,85
NinhThuan,2008/10/10,05826,91808,30635,05722,19077,29386,57518,34470,14015,31565,07113,22987,2733,1632,7462,3871,275,50
NinhThuan,2008/10/03,10046,57143,50839,45872,98193,37712,41671,67742,46757,65439,95181,16442,2612,1376,5087,8710,687,25
NinhThuan,2008/09/26,94323,23566,37820,70111,80005,70048,95843,51007,47041,48743,27054,23822,9902,5175,4533,8587,412,36
NinhThuan,2008/09/19,01856,76861,51122,63248,38813,75840,58009,81508,16407,52445,18756,32761,0251,0624,5230,1375,105,56
NinhThuan,2008/09/12,54235,07216,58564,37277,81405,63859,20750,22193,11697,38864,53737,81719,8667,0618,6908,4925,071,32
NinhThuan,2008/09/05,14464,26141,34231,86141,41649,61512,23657,64275,99151,36049,43395,44029,0181,4837,7575,3160,494,95
NinhThuan,2008/08/29,51628,28931,49618,23533,80441,58498,65802,39178,79137,51424,09948,62919,9898,8590,6275,8042,803,85
NinhThuan,2008/08/22,72440,18067,06133,79331,90460,91239,23889,49442,13079,50912,46622,33998,0074,5474,0171,3834,941,71
NinhThuan,2008/08/15,82922,27243,50434,50633,18708,69597,27060,48170,09623,02261,24566,12542,4728,8240,2141,5724,768,27
NinhThuan,2008/08/08,59770,06809,24883,39047,17060,92282,86067,07574,37972,89852,42240,75594,7798,5365,0101,7406,079,55
NinhThuan,2008/08/01,04269,89999,05617,32551,83457,32911,28033,30477,40017,42612,37556,80854,0470,9128,9618,5491,058,81
NinhThuan,2008/07/25,64446,68028,62484,64631,04838,91168,27536,04381,43884,10821,22839,76902,4868,5227,9950,3077,328,79
NinhThuan,2008/07/18,17716,04158,65587,72058,33330,50861,78569,48512,19641,15082,66549,41143,9472,2025,6347,9728,097,96
NinhThuan,2008/07/11,59261,91449,08305,88905,26421,59403,59680,05169,97475,76931,23515,91430,0689,3389,6691,6400,389,35
NinhThuan,2008/07/04,11765,48900,75008,87236,32340,03385,97396,80305,66007,21867,90033,32484,0732,2040,2929,8564,912,28
NinhThuan,2008/06/20,33041,56219,22811,76718,90060,52940,53387,54309,57357,83514,44182,25934,8672,1245,5016,5479,348,01
NinhThuan,2008/06/13,53188,72658,08913,10915,40743,03340,84488,05938,32403,25943,81973,91410,1137,2347,0851,2943,119,78
NinhThuan,2008/06/06,85201,81004,00708,74816,82048,20457,47782,34495,02931,53400,78607,13390,4848,6828,0350,5027,443,96
NinhThuan,2008/05/30,05469,34541,57491,16892,18153,00895,49378,18638,85144,47253,02858,08080,5352,6486,8872,1298,363,02
NinhThuan,2008/05/23,45614,84944,45367,42779,36153,68522,28976,01164,86245,83942,84491,65694,2637,4788,9931,7477,299,07
NinhThuan,2008/05/16,39879,45960,97306,86186,69487,26009,31480,86013,22093,66540,36522,05555,6658,4233,1842,7342,948,47
NinhThuan,2008/05/09,64019,96365,52435,09962,23931,09210,09364,94646,32846,62353,88053,35630,3719,7422,3714,0060,186,93
NinhThuan,2008/05/02,82712,81896,91511,20062,89701,98963,68953,91058,46393,02979,71323,67810,5921,1756,8962,1087,563,43
NinhThuan,2008/04/25,70206,33132,16141,81833,49825,25424,55144,43182,51328,47590,74409,8774,7917,7811,9697,6454,871,64
NinhThuan,2008/04/18,39898,16962,85163,55047,13133,93202,73688,19406,87426,55021,20566,9948,2326,6473,7490,5034,891,36
NinhThuan,2008/04/11,13628,69606,67837,28133,72588,22148,28593,41548,30993,12039,22437,3712,3558,9345,2023,0520,738,12
NinhThuan,2008/04/04,11940,93855,39633,57297,77846,02025,34826,81482,36081,24310,62745,9597,5403,5475,6782,7331,691,47
NinhThuan,2008/03/28,03221,25723,82169,72548,46430,28740,42354,32230,41549,65865,14493,1810,6489,0561,6719,4736,589,68
NinhThuan,2008/03/21,84028,57476,96850,45417,22605,30220,54472,75303,67874,67741,21533,9179,2284,2770,9579,5853,994,79
NinhThuan,2008/03/14,58439,48403,92067,47424,57620,76252,45271,60454,59136,77795,19147,3558,5694,0824,9714,8990,373,10
NinhThuan,2008/03/07,41751,39339,24738,39089,17981,46866,25109,96320,56952,48971,04296,4077,4871,1076,9018,1961,253,49
NinhThuan,2008/02/29,60103,38748,04836,34091,43185,08456,65359,53780,02060,20082,53357,1593,9943,6830,5119,8148,988,23
NinhThuan,2008/02/22,29288,70126,21853,56281,85415,61108,46416,79012,22637,64890,37869,1408,1016,8242,6795,2272,719,88
NinhThuan,2008/02/15,17364,12242,98842,45942,49903,18125,10399,79116,34962,57939,52536,9258,2549,9079,9856,3051,628,64
NinhThuan,2008/02/08,22195,72057,85140,36417,42385,06315,36034,85379,98483,04373,63521,1906,0380,5264,4061,1201,466,56
NinhThuan,2008/02/01,47984,25300,00196,31860,91774,13490,17622,38773,94293,15337,99488,4222,9795,4078,2231,5129,116,69
NinhThuan,2008/01/25,60515,39566,08563,08323,92588,15226,45833,52521,06011,49618,60121,1139,7995,8677,6484,6522,575,72
NinhThuan,2008/01/18,46490,40966,80214,05235,26479,95552,39268,17923,26354,69285,31465,0471,2464,6734,4064,3353,541,80
NinhThuan,2008/01/11,37542,96357,44210,89737,04597,60558,12529,35118,22847,75239,78943,5207,3374,9465,3541,3583,189,90
NinhThuan,2008/01/04,32519,60952,74207,45259,58829,58722,62901,71067,43400,19269,70652,8608,7598,0013,4305,8315,753,70
NinhThuan,2007/12/28,50937,18416,47783,54176,01209,73372,49618,81297,64231,72060,69956,61249,7196,9012,7191,1842,942,17
NinhThuan,2007/12/21,34855,36063,39902,17624,91276,03952,03032,33163,61035,39873,79032,70186,4698,4590,2380,0243,873,14
NinhThuan,2007/12/14,37632,07911,00519,68586,53551,30955,00834,00962,20462,19430,99606,63513,8345,3090,6866,7541,875,13
NinhThuan,2007/12/07,50251,49222,62157,90120,02745,13374,14175,31294,19307,28155,26613,20122,9987,1315,5086,9090,997,53
NinhThuan,2007/11/30,12076,45138,57540,14791,16175,41915,63570,03919,91591,51770,55534,95729,7751,3849,5986,9479,119,76
NinhThuan,2007/11/23,18484,54654,22177,99733,81450,32573,41902,02331,12977,50593,61464,96770,0110,8872,3372,1601,498,96
NinhThuan,2007/11/16,19140,65153,62018,83653,20102,76700,66444,70359,14232,02687,14687,57820,1610,0985,9687,3364,868,25
NinhThuan,2007/11/09,52904,43713,12104,97833,50178,57750,48958,76371,80714,10413,09994,64321,4578,6876,1025,3550,156,03
NinhThuan,2007/10/26,09831,51030,12999,84287,71974,75818,59672,15290,45045,32753,20363,52658,9665,5768,5517,7447,036,66
NinhThuan,2007/10/19,07347,80064,95907,36527,66047,32539,70440,90277,33898,16596,44566,43734,1365,2456,4041,6907,414,76
NinhThuan,2007/10/12,07347,80064,95907,36527,66047,32539,70440,90277,33898,16596,44566,43734,1365,2456,4041,6907,414,76
NinhThuan,2007/10/05,62098,27611,48676,82922,94967,89307,16337,64103,11221,80250,28271,16541,8707,4401,0713,5745,708,79
NinhThuan,2007/09/28,90403,15286,37806,31931,39796,12309,99006,03227,21523,88885,03116,90083,4439,6551,0211,1154,671,67
NinhThuan,2007/09/21,26172,58859,64972,99529,05816,65039,87941,61212,96458,56259,13927,00621,9064,9597,6881,6370,440,82
NinhThuan,2007/09/14,58341,06288,12412,56188,63164,55616,49499,06018,20395,04688,01457,63660,5962,6656,6996,6869,627,54
NinhThuan,2007/09/07,90562,65541,83199,31884,67402,93589,42436,99179,90613,94418,21394,04654,9784,0536,2986,4901,617,95
NinhThuan,2007/08/31,92471,21539,82191,43090,51014,78026,22900,38112,14052,88644,38416,00997,7878,6282,6769,7083,445,75
NinhThuan,2007/08/24,11048,52166,95037,81862,97613,53362,64042,61787,87548,29906,46443,08367,1160,1938,6241,9289,845,63
NinhThuan,2007/08/17,75851,18353,80779,08784,83617,17898,90442,11955,29796,09458,44046,29707,8216,0965,9619,5127,857,83
NinhThuan,2007/08/10,41928,72186,30260,55288,00615,86602,77819,55533,24659,24440,53355,96116,4710,7044,2476,7749,951,31
NinhThuan,2007/07/27,71885,47939,70527,74925,28798,77577,72094,93118,36806,26568,99643,43187,9851,9539,7272,9327,133,04
NinhThuan,2007/07/20,71885,47939,70527,74925,28798,77577,72094,93118,36806,26568,99643,43187,9851,9539,7272,9327,133,04
NinhThuan,2007/07/13,13640,25431,01175,69428,79839,51498,85003,75984,79804,04276,15953,70174,0149,3442,3633,8307,922,94
NinhThuan,2007/06/22,13640,25431,01175,69428,79839,51498,85003,75984,79804,04276,15953,70174,0149,3442,3633,8307,922,94
NinhThuan,2007/06/15,97161,69507,14748,49663,18202,75975,90143,27714,60004,20235,91874,83001,8053,7494,3966,3739,339,65
NinhThuan,2007/06/08,88106,79857,40436,32155,18013,13085,06293,33166,76699,36396,73318,55711,5806,6294,6956,8050,036,11
NinhThuan,2007/06/01,17196,07144,50485,37870,38441,11486,82092,98096,40576,32026,67031,74528,1427,4494,7639,0408,376,82
