"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
KonTum,2017/09/03,989756,16808,80355,36217,06601,04707,92990,39096,86550,00263,82424,91825,7290,9320,9308,4931,082,47
KonTum,2017/08/27,917941,45402,03101,62740,41134,32488,44986,69928,26620,32142,05244,28239,0016,1942,1631,1057,722,41
KonTum,2017/08/20,176357,72203,45624,99085,59740,29979,70104,86481,81475,55403,54033,27505,8583,2544,5804,4071,576,79
KonTum,2017/08/13,679058,13729,74787,42135,41490,41583,39750,71759,26411,39129,27071,72064,7379,7917,9681,1061,925,39
KonTum,2017/08/06,655708,51543,79226,28620,84439,51976,40121,30482,75514,03388,20283,67019,9520,5824,1710,1240,595,62
KonTum,2017/07/30,076273,00259,49486,97961,24270,96722,52840,90713,20860,70950,97649,57229,2616,1982,1686,1325,548,59
KonTum,2017/07/23,648834,04491,87771,50258,53998,33527,74273,62727,72229,76091,56107,49667,7513,2011,8337,2288,326,16
KonTum,2017/07/16,284295,77271,28985,61304,68297,57234,31422,72585,75395,27793,21524,48591,7278,5349,0667,7589,521,18
KonTum,2017/07/09,695331,70177,89240,21500,49470,40401,96686,81552,07392,04779,37573,70050,8521,9201,0216,1662,054,00
KonTum,2017/07/02,459029,42012,29866,64162,52708,99974,87000,41757,59876,23824,39961,09949,5348,0413,0417,5176,689,30
KonTum,2017/06/25,508611,12094,39073,52012,82442,15217,31613,99283,90218,62848,64403,75775,8045,7961,4006,7246,284,71
KonTum,2017/06/18,558168,94309,19329,15139,56703,92569,82326,53235,34155,34267,79023,67742,7194,3387,5708,2872,158,49
KonTum,2017/06/11,882075,66387,93112,93774,47651,30096,92582,06591,71315,46420,81087,33668,5086,6308,1941,7515,041,67
KonTum,2017/06/04,589204,24671,10255,41516,59017,92947,18848,49784,85755,01120,69867,42364,0187,4411,3177,5938,854,17
KonTum,2017/05/28,201337,75732,93646,79076,62092,57670,87198,00391,25417,28139,80260,07726,7405,9786,4910,6920,454,31
KonTum,2017/05/21,992097,79172,04055,33836,51120,16987,46154,43102,62286,09119,32174,32184,7056,2844,2113,7674,565,44
KonTum,2017/05/14,134328,23351,17139,12611,82045,11053,51382,00617,01351,12451,98013,04784,9467,9358,9571,0471,663,99
KonTum,2017/05/07,090989,64975,14141,49827,38008,67589,14643,53460,00747,05393,68789,01243,0108,5595,6760,4807,305,70
KonTum,2017/04/30,214299,39157,38566,19664,52716,23846,64094,05456,49971,28520,66307,14798,3114,5402,9540,7392,108,57
KonTum,2017/04/23,714424,29566,60622,47315,50001,00192,78964,71187,36241,84231,75902,68608,3943,7649,8762,3885,384,14
KonTum,2017/04/16,777918,59584,19990,21773,44731,63271,36832,97061,48871,85535,22934,08408,6248,8084,2163,7733,068,96
KonTum,2017/04/09,247278,43072,81633,57763,80281,79886,60802,96294,23612,21898,24022,69362,5942,1638,0163,5196,185,11
KonTum,2017/04/02,223888,35115,80472,30925,93356,22709,57663,02200,20197,15407,77087,72579,8209,4566,2979,4553,505,37
KonTum,2017/03/26,46895,07731,44213,37665,80173,21857,84085,34481,61415,94031,40655,81451,3232,9969,5719,3248,294,94
KonTum,2017/03/19,64613,19963,23408,47638,12092,71937,68736,03821,91255,08209,95418,97265,6182,7319,1124,7986,019,20
KonTum,2017/03/12,97696,50327,99267,08558,59040,50929,21186,30475,04300,47538,53100,67107,4393,9804,6250,7601,915,66
KonTum,2017/02/26,41271,95238,38094,46519,91809,62387,30959,69285,30910,22222,74243,89053,3363,2486,1913,6593,874,82
KonTum,2017/02/19,13945,66438,72343,91163,02480,56573,01543,50153,61092,35893,66045,74116,9024,2281,3176,5598,048,20
KonTum,2017/02/12,92680,68736,76963,21081,41027,66201,34321,40575,12229,14878,79110,98013,4381,0473,6636,5899,118,36
KonTum,2017/02/05,86757,44939,71892,26840,24530,37840,79492,38287,83329,14330,89940,48688,5669,0318,0748,5825,838,76
KonTum,2017/01/29,52278,10370,14269,57184,59079,78409,62127,97405,25056,17041,60907,57061,6640,8352,8002,1004,277,64
KonTum,2017/01/22,44490,33984,45122,06545,58428,36197,66889,35783,60576,91382,16112,65076,5876,9092,6785,9197,602,08
KonTum,2017/01/15,10251,85630,57561,64465,22614,73729,42994,55701,50553,94608,57123,02993,8128,5828,2764,7625,292,21
KonTum,2017/01/08,33933,28687,24171,56071,66897,74535,38721,13807,89990,73056,75985,66455,5944,8416,5283,4148,076,94
KonTum,2017/01/01,52655,94540,48542,17190,42903,56213,74311,99441,02201,19547,50715,72528,6266,4544,3940,5386,945,23
KonTum,2016/12/25,88246,83273,81247,50523,91427,76913,78495,59772,80480,81311,71653,65049,4548,5019,7509,0975,241,71
KonTum,2016/12/18,51996,07441,28564,83675,96072,56390,45801,36604,83618,87891,32269,34750,0282,4961,2401,8295,764,16
KonTum,2016/12/11,29978,48127,18886,43330,53606,94626,34863,34415,26129,90593,47918,02298,0891,4947,3313,1010,032,82
KonTum,2016/12/04,06887,63067,87880,72231,79725,06556,96352,13569,94048,57663,97007,57750,9145,2818,4074,7716,791,03
KonTum,2016/11/27,25334,93714,20441,14382,94610,34535,08584,27661,79167,49569,22805,46838,1580,4777,6540,2124,993,23
KonTum,2016/11/20,25671,75035,87859,07537,52599,13874,48628,46769,13335,38748,40482,47622,4399,4757,7751,3996,976,22
KonTum,2016/11/13,05345,53268,09297,65200,91462,46739,83823,79800,74684,95886,89073,57851,1992,3366,8501,7513,271,56
KonTum,2016/11/06,67032,79910,61201,80224,11485,60319,03793,21376,84835,07776,53763,33766,9932,1447,1519,0553,571,75
KonTum,2016/10/30,62241,67023,44183,18233,20853,49763,50252,16640,71142,36583,67733,92253,3384,5356,7142,1475,215,76
KonTum,2016/10/23,58939,37838,76182,52108,12339,33881,13764,61808,50239,17412,48172,77966,9463,4975,9182,0279,955,86
KonTum,2016/10/16,87343,02914,71747,84362,28995,50934,72005,48346,40967,00042,04193,28210,8516,4392,6590,9634,741,54
KonTum,2016/10/09,36921,46279,74784,39003,63502,04938,80791,41261,20231,48369,46689,88795,1585,4704,7757,1476,632,87
KonTum,2016/10/02,75501,22031,43656,30822,03912,81008,08693,68801,77851,78574,24161,22307,7630,0514,1357,3390,540,04
KonTum,2016/09/25,87204,04154,52780,73606,46356,15889,46273,16664,16955,76882,43426,93931,5302,1607,6788,7452,512,23
KonTum,2016/09/18,45307,11426,88046,91936,24996,93052,32697,94354,68945,18786,79687,55071,3382,6646,7337,4974,016,43
KonTum,2016/09/11,01633,91297,34942,96726,75633,27891,14583,45564,19485,69545,15741,46178,3108,0919,1027,7448,216,81
KonTum,2016/08/28,34241,59486,40255,46192,66445,80102,37420,25387,07542,75151,59741,11876,4135,2294,2497,2621,966,90
KonTum,2016/08/21,33084,92968,53076,43755,46228,39092,68783,01072,77348,60781,46801,40942,8322,6226,1189,8534,502,49
KonTum,2016/08/14,77297,82898,46098,97036,71558,75425,45104,01379,13990,85963,54130,73075,6661,8856,5608,3369,876,42
KonTum,2016/08/07,17548,65262,28996,97513,78380,72036,79363,31386,30088,15237,15278,13138,2087,7296,3642,7914,289,74
KonTum,2016/07/31,24913,57106,02367,85716,44131,17178,88249,97619,04501,83339,01556,26302,6797,3620,0924,2120,688,01
KonTum,2016/07/24,48214,22828,00142,45386,02712,36133,03528,32130,18270,28152,33652,36520,6700,0755,3220,4278,875,33
KonTum,2016/07/17,12125,98689,27420,60129,93949,33974,54011,85975,28612,72911,19929,17034,0464,8639,8523,9383,638,09
KonTum,2016/07/10,17655,19790,50135,47230,36962,16829,32350,86003,52224,70785,63470,08057,2476,5689,7846,8418,077,70
KonTum,2016/07/03,91089,12285,15281,55410,23050,29765,87366,38022,38474,25464,34056,50676,7889,4633,7015,3170,682,90
KonTum,2016/06/26,36185,21949,43213,72611,93463,24552,21926,08040,15002,37098,06696,04191,8556,3744,9704,2185,807,80
KonTum,2016/06/19,66116,70508,23365,98650,69245,47635,90544,93792,31743,23757,64159,43072,0890,0723,3910,0076,661,23
KonTum,2016/06/12,44659,82282,63415,85541,67262,17115,39083,84998,65099,16974,80563,39230,5869,8898,6079,2516,344,02
KonTum,2016/06/05,23650,56941,54319,48905,21884,44319,28339,72331,82440,07211,95899,24337,2510,1184,3879,9020,037,47
KonTum,2016/05/29,28068,51196,01837,04952,06001,31957,46228,66946,65460,07992,48736,25045,0331,3098,1912,0613,415,59
KonTum,2016/05/15,96416,90182,08222,82147,95264,70673,13106,45953,97050,45451,33431,47369,8056,5888,6422,9516,054,66
KonTum,2016/05/08,70879,07540,83268,92618,89138,00209,53543,19799,75695,54721,69540,31786,3321,3554,9285,5905,072,06
KonTum,2016/05/01,95980,75749,82069,91178,53475,78715,32379,88743,23535,17494,67160,45468,9475,1762,5763,5092,087,47
KonTum,2016/04/24,750363,00606,15862,32063,80371,16054,48877,12480,73022,21185,74342,79703,5990,8535,7565,9088,055,37
KonTum,2016/04/17,388722,63876,49066,68278,69215,16560,24722,81521,53838,43060,88397,08567,3022,0283,4319,0182,884,12
KonTum,2016/04/10,157553,34692,07267,78921,71448,34540,08998,47585,98836,33046,85385,17073,1946,7487,1189,1725,653,30
KonTum,2016/04/03,137324,39291,35173,71018,79304,99181,56138,86306,53719,44135,07621,83754,1861,2624,5919,9275,850,59
KonTum,2016/03/27,132750,23082,44866,45681,51374,66665,32764,35610,22274,24407,44562,17670,8251,8005,0073,7976,708,37
KonTum,2016/03/20,300151,54237,54514,96308,38017,99581,84546,15051,34335,06594,89049,01836,0929,3882,7501,3761,438,25
KonTum,2016/03/13,210889,14791,83530,34817,36725,51170,92058,44500,71975,91041,19661,52547,6583,5891,2989,4353,741,91
KonTum,2016/03/06,534934,02775,92657,96517,72599,90723,19981,88225,91792,26773,79767,98528,4457,8679,1195,1827,118,31
KonTum,2016/02/28,760277,47229,74386,76077,49569,73826,94219,21952,40283,56408,57650,63069,9068,6962,5691,8914,471,36
KonTum,2016/02/21,475510,21395,65187,41115,40694,26932,11733,34288,81291,63085,13960,63123,1474,5212,0455,0293,124,30
KonTum,2016/02/14,002311,66190,54682,81490,32596,83680,73132,67380,50647,53667,91421,47572,9045,8477,8231,5605,612,95
KonTum,2016/02/07,095453,84614,02010,71717,54867,44470,94219,46447,53807,21494,58928,20823,3203,6355,3424,9847,672,53
