"dai","ngay","giai_db","giai_1","giai_2","giai_31","giai_32","giai_41","giai_42","giai_43","giai_44","giai_45","giai_46","giai_47","giai_5","giai_61","giai_62","giai_63","giai_7","giai_8"
CanTho,2017/03/29,551254,83011,23150,89616,57579,47859,87228,64554,11137,26676,03685,22354,0146,3155,5063,5697,226,62
CanTho,2017/03/22,532855,73480,68052,16974,13972,78228,10995,73101,60427,62346,19683,81827,2527,5149,8750,9520,979,06
CanTho,2017/03/15,594155,97196,70791,87675,81625,31010,26097,14858,78216,77587,61576,02985,8815,1747,4940,4500,295,39
CanTho,2017/03/08,014126,69198,98051,78800,56188,21600,80190,91304,22316,99553,07038,67298,3990,4453,9874,7071,729,88
CanTho,2017/03/01,400887,06732,37726,62998,45340,25640,39134,95985,34271,05764,13797,88583,6887,1601,9068,0184,653,32
CanTho,2017/02/22,855460,96864,94621,48190,90010,21296,68965,97862,57824,09489,54588,05157,8915,8376,7427,4354,250,12
CanTho,2017/02/15,657290,63534,34539,62810,19173,70812,19677,95280,60806,34969,81604,07439,3540,7233,7856,1501,101,29
CanTho,2017/02/08,033235,57034,64097,28404,70623,45784,03954,87096,44225,99035,12823,47737,3991,6509,2389,0659,005,21
CanTho,2017/02/01,599121,22316,04998,58465,36936,53008,84847,85530,77860,03750,14225,68733,8978,9227,3239,4884,644,20
CanTho,2017/01/25,127132,64752,53149,00157,14981,34444,30911,34155,84323,56745,30509,78467,1671,9286,5224,2877,005,96
CanTho,2017/01/18,180835,41128,31180,83934,70800,20514,56175,68760,27891,50597,54049,34724,9212,3597,0643,3940,950,09
CanTho,2017/01/11,480297,22591,24417,48790,67256,38531,09190,17829,42775,58855,81202,95283,5664,6810,0948,3732,832,17
CanTho,2016/12/28,489647,29166,59821,31132,96673,54522,11922,18527,40780,97196,94227,25894,1978,6296,1586,2449,088,34
CanTho,2016/12/21,142505,81501,07477,38235,99240,72548,25603,14380,55407,70398,25687,60095,2634,1403,7697,4606,473,12
CanTho,2016/12/14,894225,78890,54966,14022,15686,39107,55656,98163,14320,19470,41529,40413,7521,0901,0755,6710,150,25
CanTho,2016/12/07,397320,72956,20570,20752,89129,83099,17192,96910,31352,08260,42687,51394,6671,8026,6926,3471,021,87
CanTho,2016/11/30,452809,97924,68430,68843,33872,63821,38787,04403,02076,83229,35537,73326,2050,6014,0135,8569,772,04
CanTho,2016/11/23,234899,38936,82366,91931,03125,18184,92177,92435,27403,25017,08061,12324,6705,6280,6844,5443,934,88
CanTho,2016/11/16,761548,75612,82601,90041,64510,54438,30721,96240,83206,10016,19931,37695,6083,1032,1521,0481,308,49
CanTho,2016/11/09,842403,90881,06345,79652,04972,58350,02811,36124,02795,15785,84390,45032,9795,9725,7606,5713,735,75
CanTho,2016/11/02,722517,14942,89316,23798,68990,06459,45099,18163,16568,59357,80837,10978,5586,0801,1757,4950,109,24
CanTho,2016/10/26,233321,00579,79965,96599,41497,26847,57245,00815,57297,07963,70891,49964,4081,9727,2711,4230,480,98
CanTho,2016/10/19,160309,36817,59364,46394,88735,27883,21931,58214,11478,77009,85938,87270,4244,3055,0387,2677,910,11
CanTho,2016/10/12,410198,16361,13538,02102,78595,60699,07474,47875,09322,85224,51168,53495,4533,9711,1106,1227,999,32
CanTho,2016/10/05,887339,49427,73087,55700,76343,92797,24894,90617,88739,44253,57063,06789,0194,0595,5959,4344,838,33
CanTho,2016/09/28,925369,28014,80453,23469,25452,07595,41634,07610,02175,44298,37259,49525,7187,0117,0677,7920,842,08
CanTho,2016/09/21,103939,11737,20193,02319,59667,87938,90338,97307,02821,18475,68299,85988,5784,1160,0486,5002,585,96
CanTho,2016/09/14,796128,02981,68867,24045,53696,82659,53937,90172,63968,67220,69305,26579,8576,4251,1248,0497,087,19
CanTho,2016/09/07,813228,28336,81764,74676,21299,05366,04140,75512,32942,35609,46407,78209,8442,4299,7620,1662,778,55
CanTho,2016/08/31,240951,64113,40007,86591,45173,06412,51022,05178,50421,43744,67776,87239,6307,1926,1021,5050,642,80
CanTho,2016/08/24,746596,79398,49579,42846,00389,28187,09090,66740,99327,41531,72194,37453,4051,4929,3258,8165,895,04
CanTho,2016/08/17,738787,11191,12393,59600,35975,18747,45178,93765,47355,88150,77143,97222,7953,1635,3131,2908,247,70
CanTho,2016/08/10,411019,09774,95970,77836,02165,52175,28141,09157,03170,91750,37758,48697,7624,7530,7969,7619,146,62
CanTho,2016/08/03,638585,52526,73775,42195,17479,15698,05238,92137,80088,21805,22358,47287,2137,5656,6888,4875,341,43
CanTho,2016/07/27,373333,42731,01524,84054,78116,53838,24771,67467,64745,82064,15367,67279,7115,5700,6233,3923,276,92
CanTho,2016/07/20,057544,88238,97991,34823,23974,31232,49932,96315,95621,93480,99346,95788,6213,1029,7139,4715,838,25
CanTho,2016/07/13,696156,22309,21749,17383,52845,57747,57929,35523,12884,59705,75738,33353,1023,1754,4780,9823,396,29
CanTho,2016/07/06,784259,27853,84371,84292,05378,57969,99136,34761,37015,55825,85313,64860,9999,6588,0286,6717,139,71
CanTho,2016/06/29,203029,40126,33442,74293,58867,22699,88154,86867,93191,75889,49979,71376,1635,9694,4318,4674,097,95
CanTho,2016/06/22,881082,91180,20362,23947,28892,84339,60744,79043,42103,11373,89730,92715,6626,8755,1567,1625,412,45
CanTho,2016/06/15,212305,45518,96950,01229,04735,03244,17613,07893,96352,01096,00813,27147,2426,9897,0399,0624,837,13
CanTho,2016/06/08,009983,43647,64137,94476,59430,70498,93438,51912,91725,79193,30713,04390,5207,9256,4093,4617,417,23
CanTho,2016/06/01,241708,97125,56614,38387,12261,42186,69723,45982,09745,32789,27934,07891,5512,7416,5844,9497,666,53
CanTho,2016/05/25,445968,40637,28468,80700,45882,38973,18682,02274,83455,09938,67709,27623,3751,6585,1663,4797,352,82
CanTho,2016/05/18,699486,66929,66713,17126,60998,48634,89087,91894,83011,31451,35374,87282,4309,2059,9516,7154,355,82
CanTho,2016/05/11,799424,58513,11015,02615,37968,43505,45859,45918,74235,29632,70344,26209,8238,6822,0275,1741,702,27
CanTho,2016/05/04,616658,25128,60407,94551,50456,42727,13550,56587,25775,20829,29080,32373,3105,4824,0396,4067,006,58
CanTho,2016/04/27,185604,78642,07916,20593,69521,99257,06922,35827,25473,15317,53246,71180,1625,0185,9201,1856,025,50
CanTho,2016/04/20,852671,68864,91583,72256,56179,64450,46323,89741,24246,80969,78241,68596,0159,0923,4703,1633,832,42
CanTho,2016/04/13,397602,34148,77023,96184,26859,73283,99755,68589,23529,73674,92898,20471,8713,6853,8721,0817,190,58
CanTho,2016/04/06,865559,71020,06499,53693,77262,11061,40071,64040,86205,56151,84769,57273,9569,3225,3844,7046,808,25
CanTho,2016/03/30,964433,85380,81566,25531,69735,14061,86141,53476,13039,28404,84641,42524,6301,1812,0269,3145,205,34
CanTho,2016/03/23,400336,98257,71819,45712,85556,96324,16453,08077,16088,44274,73556,19827,6471,3091,5741,3522,237,21
CanTho,2016/03/16,201968,10064,83313,48371,36470,56180,36751,28319,30446,35324,22058,75987,3493,0740,5158,6018,763,74
CanTho,2016/03/09,449979,32654,31674,83048,95873,84812,60131,89683,01659,36669,98265,34196,0921,5516,8787,9549,811,65
CanTho,2016/03/02,718824,02935,42582,89146,70164,07275,37974,00475,03665,33536,52213,55335,2733,0115,9996,7790,396,73
CanTho,2016/02/24,560476,32846,05521,80673,78054,15328,41002,02886,26378,72256,51975,73418,7768,9942,8863,6342,235,62
CanTho,2016/02/17,213267,81060,73335,70853,67551,19956,19921,39172,44433,68326,00379,10677,5921,3657,7292,7022,940,31
CanTho,2016/02/10,448839,61410,06531,53143,67802,53752,16039,09924,59561,96057,46521,05154,3248,9546,5295,4948,895,05
CanTho,2016/02/03,057394,84110,29691,47216,81519,91230,12760,51334,07016,17983,89748,15856,7588,1738,4872,8298,086,65
CanTho,2016/01/27,135778,49445,19804,37000,23265,32200,02542,48069,62951,24168,56942,12953,0699,4310,5459,4386,234,82
CanTho,2016/01/13,417188,78964,10633,71113,69252,15486,76976,84363,46362,87079,13088,26050,2640,3913,8992,0396,251,65
CanTho,2016/01/06,755951,00836,99880,16166,49217,42396,84752,32567,39367,52833,79408,04206,5561,3614,9433,6657,808,42
CanTho,2015/12/30,555843,75228,87427,21584,30734,34845,21276,03875,68354,28285,08181,09417,6380,3238,6024,7428,170,20
CanTho,2015/12/23,544147,73046,76216,72448,35356,10455,20833,51895,55889,47692,90931,49763,1200,3413,4428,3527,408,40
CanTho,2015/12/16,441322,99591,40950,96472,35714,07090,55288,48505,52267,63540,81322,34543,6341,1667,3095,1085,175,11
CanTho,2015/12/09,434430,80105,16272,74093,19353,58462,04382,47929,64894,53547,49373,57275,6392,9541,4218,4186,078,10
CanTho,2015/12/02,011935,07112,02857,77324,42087,89135,29411,16633,95872,26657,00433,74967,1679,9611,5424,1704,948,69
CanTho,2015/11/25,452918,29348,53527,83538,49271,23629,75437,54746,73552,14163,35930,55464,4282,1347,5809,6803,032,98
CanTho,2015/11/18,511853,85174,93637,00286,37280,02673,04811,59614,04701,49391,91482,61116,1776,2805,0750,1800,919,23
CanTho,2015/11/11,336368,27023,97758,45429,59767,86419,15292,71928,43480,32955,75452,26581,7960,4997,3107,6060,893,83
CanTho,2015/11/04,745686,35149,34493,22802,10435,16189,86786,83034,28716,95570,89282,06556,5187,9881,5402,3425,082,96
CanTho,2015/10/28,373810,52004,38966,40288,66451,48007,47553,07950,07122,23352,23488,26323,9803,4482,3938,2883,314,50
CanTho,2015/10/21,326070,85614,79205,34869,46328,62755,64788,91792,37567,77403,81413,54272,0165,3282,8128,8987,312,41
CanTho,2015/10/14,538968,52435,03196,75907,92001,23321,71502,68180,47907,59220,37657,15949,7805,8319,5782,0097,213,81
CanTho,2015/10/07,258744,00827,57608,93707,96432,96223,46673,60851,34756,64020,62789,23588,4192,6952,4146,0946,249,67
CanTho,2015/09/30,931418,02130,21416,66527,57034,06630,27444,60761,49374,25100,96987,12213,8568,8493,3289,9012,483,34
CanTho,2015/09/23,451785,32298,64225,58132,88297,29751,67029,73928,94104,49856,75589,20089,2007,3112,4190,8898,179,73
CanTho,2015/09/16,015741,82904,95271,85801,78777,98513,93360,11635,85584,21121,93151,33295,1458,6967,5734,8988,040,46
CanTho,2015/09/09,958030,08698,79450,55904,56926,28960,76440,63502,63208,18214,50878,34769,4792,3048,2696,1551,486,11
CanTho,2015/09/02,137769,39160,90945,65658,72083,21612,82559,76726,63133,18491,63784,05810,2225,5046,5089,6135,350,99
CanTho,2015/08/26,321514,71483,50240,44833,52959,59390,84747,33838,61619,21790,78034,45701,8360,9434,3983,0518,804,84
CanTho,2015/08/19,055007,31626,09898,41232,32493,95341,10300,49382,42934,45180,42543,93950,7276,3066,3627,2358,865,40
CanTho,2015/08/12,455702,79500,19663,68057,63966,61660,91510,74065,47993,83985,14342,37916,3313,1494,8516,4786,461,33
CanTho,2015/08/05,336045,83657,57677,17017,75353,23660,63697,32747,88214,29235,10358,62374,0863,8368,5009,9975,777,78
CanTho,2015/07/29,990341,21988,74378,67635,16237,69558,99937,01931,50591,47638,52790,51127,8463,9610,0758,9140,081,81
CanTho,2015/07/22,768419,09929,77453,16365,17512,77916,98422,69361,17923,13643,30871,66041,4521,7245,8059,4687,343,81
CanTho,2015/07/15,501201,91733,33948,27333,43926,95356,83236,66799,82664,64325,24677,14056,5062,6898,3125,8927,571,20
CanTho,2015/07/08,942295,87075,49312,69397,40059,94448,50989,86484,85519,15378,61505,55760,3992,1380,6311,1558,299,42
CanTho,2015/07/01,262233,92211,69651,53121,14202,39502,62330,62376,01802,97119,62221,06331,2514,1564,3449,8244,464,85
CanTho,2015/06/24,627365,76253,19180,79579,33597,75842,03668,97482,43525,39678,51593,09790,1691,8016,4518,5159,822,34
CanTho,2015/06/17,209551,50798,09158,14903,61695,22528,02806,84113,95740,97379,34008,09888,2966,1505,6718,0480,494,18
CanTho,2015/06/10,164676,46520,39641,25452,69655,00032,44793,60999,87437,70957,32787,61376,3931,3423,2763,1002,734,45
CanTho,2015/06/03,103381,16933,69010,25635,08352,99553,51427,04121,18391,75480,77121,27719,5011,7773,8152,4636,506,93
CanTho,2015/05/27,222078,72088,75006,17811,34357,01007,78125,38208,71801,79005,05495,62354,3929,4379,4419,5574,665,38
CanTho,2015/05/20,098256,00781,06835,71041,19882,69195,14031,64243,29835,73642,89091,05758,8786,1348,5499,8819,271,24
CanTho,2015/05/13,316368,98582,14957,75277,99075,16856,16760,75819,94037,92248,13666,98306,9428,1147,4419,2008,953,18
CanTho,2015/05/06,811207,76093,89879,84387,21066,95174,64792,06840,67539,02792,18577,39839,0396,8337,6184,7183,194,92
